rheaid	reactionEquation	compoundID_L	compoundID_R	compoundName_L	compoundName_R	direction
RHEA:33879	2-deoxy-scyllo-inosamine + NADP(+) = 3-amino-2,3-dideoxy-scyllo-inosose + H(+) + NADPH	CHEBI:65003	CHEBI:65002	2-deoxy-scyllo-inosamine	3-amino-2,3-dideoxy-scyllo-inosose	L<>R
RHEA:33883	2-deoxy-scyllo-inosamine + NAD(+) = 3-amino-2,3-dideoxy-scyllo-inosose + H(+) + NADH	CHEBI:65003	CHEBI:65002	2-deoxy-scyllo-inosamine	3-amino-2,3-dideoxy-scyllo-inosose	L<>R
RHEA:33887	(-)-secoisolariciresinol + 2 NAD(+) = (-)-matairesinol + 2 H(+) + 2 NADH	CHEBI:65004	CHEBI:6698	(-)-secoisolariciresinol	(-)-matairesinol	L<>R
RHEA:33891	chanoclavine-I + NAD(+) = chanoclavine-I aldehyde + H(+) + NADH	CHEBI:72949	CHEBI:71487	chanoclavine-I	chanoclavine-I aldehyde	L<>R
RHEA:33895	NAD(+) + trans,octa-cis-decaprenylphospho-beta-D-arabinofuranose = H(+) + NADH + trans,octa-cis-decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose	CHEBI:65066	CHEBI:65067	trans,octa-cis-decaprenylphospho-beta-D-arabinofuranose	trans,octa-cis-decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose	L<>R
RHEA:33899	FAD + H(+) + trans,octa-cis-decaprenylphospho-beta-D-ribofuranose = FADH2 + trans,octa-cis-decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose	CHEBI:66881	CHEBI:65067	trans,octa-cis-decaprenylphospho-beta-D-ribofuranose	trans,octa-cis-decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose	L<>R
RHEA:33919	H(+) + lanosterol + NADPH = 24,25-dihydrolanosterol + NADP(+)	CHEBI:16521	CHEBI:28113	lanosterol	24,25-dihydrolanosterol	L<>R
RHEA:33923	(1R,4R)-5-oxo-1,2-campholide = [(1R)-2,2,3-trimethyl-2-oxocyclopent-3-en-1-yl]acetate + H(+)	CHEBI:18130	CHEBI:64815	(1R,4R)-5-oxo-1,2-campholide	[(1R)-2,2,3-trimethyl-2-oxocyclopent-3-en-1-yl]acetate	L<>R
RHEA:33947	2-deoxystreptamine + UDP-N-acetyl-alpha-D-glucosamine = 2'-N-acetylparomamine + H(+) + UDP	CHEBI:65069	CHEBI:65010	2-deoxystreptamine	2'-N-acetylparomamine	L<>R
RHEA:33951	ribostamycin + UDP-N-acetyl-alpha-D-glucosamine = 2'''-acetyl-6'''-hydroxyneomycin C + H(+) + UDP	CHEBI:65028	CHEBI:65030	ribostamycin	2'''-acetyl-6'''-hydroxyneomycin C	L<>R
RHEA:33955	DIBOA + UDP-alpha-D-glucose = DIBOA beta-D-glucoside + H(+) + UDP	CHEBI:63558	CHEBI:63670	DIBOA	DIBOA beta-D-glucoside	L<>R
RHEA:33959	2-oxoglutarate + neomycin C = 6'''-deamino-6'''-oxoneomycin C + L-glutamate	CHEBI:65077	CHEBI:65068	neomycin C	6'''-deamino-6'''-oxoneomycin C	L<>R
RHEA:33967	2-oxo-3-(5-oxofuran-2-ylidene)propanoate + H2O = 3-maleylpyruvate + H(+)	CHEBI:65081	CHEBI:16727	2-oxo-3-(5-oxofuran-2-ylidene)propanoate	3-maleylpyruvate	L<>R
RHEA:33971	5''-phosphoribostamycin + H2O = phosphate + ribostamycin	CHEBI:65082	CHEBI:65028	5''-phosphoribostamycin	ribostamycin	L<>R
RHEA:33975	DIMBOA beta-D-glucoside + H2O = D-glucose + DIMBOA	CHEBI:37573	CHEBI:18048	DIMBOA beta-D-glucoside	DIMBOA	L<>R
RHEA:33979	DIBOA beta-D-glucoside + H2O = D-glucose + DIBOA	CHEBI:63670	CHEBI:63558	DIBOA beta-D-glucoside	DIBOA	L<>R
RHEA:33995	gamma-L-glutamyl-butirosin B = 5-oxo-L-proline + butirosin B	CHEBI:65086	CHEBI:65085,CHEBI:58402	gamma-L-glutamyl-butirosin B	butirosin B,5-oxo-L-proline	L<>R
RHEA:33999	5alpha-cholesta-8,24-dien-3beta-ol = 5alpha-cholesta-7,24-dien-3beta-ol	CHEBI:18252	CHEBI:16290	5alpha-cholesta-8,24-dien-3beta-ol	5alpha-cholesta-7,24-dien-3beta-ol	L<>R
RHEA:34023	3,3'-bipyridine-2,2',5,5',6,6'-hexol + NAD(+) = (E)-2,2',5,5'-tetrahydroxy-6H,6'H-(3,3'-bipyridinylidene)-6,6'-dione + 3 H(+) + NADH	CHEBI:64999	CHEBI:64998	3,3'-bipyridine-2,2',5,5',6,6'-hexol	(E)-2,2',5,5'-tetrahydroxy-6H,6'H-(3,3'-bipyridinylidene)-6,6'-dione	L<>R
RHEA:34027	3,3'-bipyridine-2,2',5,5',6,6'-hexol + NADP(+) = (E)-2,2',5,5'-tetrahydroxy-6H,6'H-(3,3'-bipyridinylidene)-6,6'-dione + 3 H(+) + NADPH	CHEBI:64999	CHEBI:64998	3,3'-bipyridine-2,2',5,5',6,6'-hexol	(E)-2,2',5,5'-tetrahydroxy-6H,6'H-(3,3'-bipyridinylidene)-6,6'-dione	L<>R
RHEA:34031	2'-N-acetylparomamine + H2O = acetate + paromamine	CHEBI:65010	CHEBI:65015	2'-N-acetylparomamine	paromamine	L<>R
RHEA:34039	2-oxoglutarate + neamine = 6'-oxoparomamine + L-glutamate	CHEBI:65076	CHEBI:65016	neamine	6'-oxoparomamine	L<>R
RHEA:34043	5-phospho-alpha-D-ribose 1-diphosphate + neamine = 5''-phosphoribostamycin + diphosphate	CHEBI:65076	CHEBI:65082	neamine	5''-phosphoribostamycin	L<>R
RHEA:34051	2'''-acetyl-6'''-hydroxyneomycin C + H2O = 6'''-deamino-6'''-hydroxyneomycin C + acetate	CHEBI:65030	CHEBI:65031	2'''-acetyl-6'''-hydroxyneomycin C	6'''-deamino-6'''-hydroxyneomycin C	L<>R
RHEA:34055	festuclavine + NAD(+) = 6,8-dimethyl-6,7-didehydroergoline + H(+) + NADH	CHEBI:65045	CHEBI:65034	festuclavine	6,8-dimethyl-6,7-didehydroergoline	L<>R
RHEA:34059	agroclavine + NADP(+) = didehydroagroclavine + H(+) + NADPH	CHEBI:65042	CHEBI:65036	agroclavine	didehydroagroclavine	L<>R
RHEA:34063	2-deoxystreptamine + UDP-alpha-D-glucose = 2'-deamino-2'-hydroxyparomamine + H(+) + UDP	CHEBI:65069	CHEBI:65071	2-deoxystreptamine	2'-deamino-2'-hydroxyparomamine	L<>R
RHEA:34067	5-phospho-alpha-D-ribose 1-diphosphate + H(+) + trans,octa-cis-decaprenyl phosphate = diphosphate + trans,octa-cis-decaprenylphospho-beta-D-ribofuranose 5-phosphate	CHEBI:65079	CHEBI:66937	trans,octa-cis-decaprenyl phosphate	trans,octa-cis-decaprenylphospho-beta-D-ribofuranose 5-phosphate	L<>R
RHEA:34071	trans,octa-cis-decaprenyl phosphate + UDP-N-acetyl-alpha-D-glucosamine = N-acetyl-alpha-D-glucosaminyl-1-diphospho-trans,octa-cis-decaprenol + UMP	CHEBI:65079	CHEBI:65080	trans,octa-cis-decaprenyl phosphate	N-acetyl-alpha-D-glucosaminyl-1-diphospho-trans,octa-cis-decaprenol	L<>R
RHEA:34083	a (3R)-hydroxyacyl-CoA = a (3S)-hydroxyacyl-CoA	CHEBI:57319	CHEBI:57318	a (3R)-hydroxyacyl-CoA	a (3S)-hydroxyacyl-CoA	L<>R
RHEA:34103	N-acetyl-alpha-D-glucosaminyl-1-diphospho-di-trans,octa-cis-undecaprenol = N-acetyl-alpha-D-galactosaminyl-1-diphospho-di-trans,octa-cis-undecaprenol	CHEBI:62959	CHEBI:74214	N-acetyl-alpha-D-glucosaminyl-1-diphospho-di-trans,octa-cis-undecaprenol	N-acetyl-alpha-D-galactosaminyl-1-diphospho-di-trans,octa-cis-undecaprenol	L<>R
RHEA:34123	3,5,7-trioxododecanoyl-CoA = CoA + H(+) + olivetolate	CHEBI:66957	CHEBI:66950	3,5,7-trioxododecanoyl-CoA	olivetolate	L<>R
RHEA:34127	(2E)-geranyl diphosphate + olivetolate = cannabigerolate + diphosphate	CHEBI:66950	CHEBI:66962	olivetolate	cannabigerolate	L<>R
RHEA:34131	neryl diphosphate + olivetolate = cannabinerolate + diphosphate	CHEBI:66950,CHEBI:57665	CHEBI:66961	olivetolate,neryl diphosphate	cannabinerolate	L<>R
RHEA:34147	2-deoxy-L-scyllo-inosose + L-glutamine = 2-deoxy-scyllo-inosamine + 2-oxoglutaramate	CHEBI:64796	CHEBI:65003,CHEBI:16769	2-deoxy-L-scyllo-inosose	2-deoxy-scyllo-inosamine,2-oxoglutaramate	L<>R
RHEA:34151	3-amino-2,3-dideoxy-scyllo-inosose + L-glutamine = 2-deoxystreptamine + 2-oxoglutaramate	CHEBI:65002	CHEBI:65069,CHEBI:16769	3-amino-2,3-dideoxy-scyllo-inosose	2-deoxystreptamine,2-oxoglutaramate	L<>R
RHEA:34155	acetyl-CoA + UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine = CoA + H(+) + UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altrose	CHEBI:63389	CHEBI:63417	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altrose	L<>R
RHEA:34159	acetyl-CoA + UDP-N-acetylbacillosamine = CoA + H(+) + UDP-N,N'-diacetylbacillosamine	CHEBI:63277	CHEBI:67134	UDP-N-acetylbacillosamine	UDP-N,N'-diacetylbacillosamine	L<>R
RHEA:34167	2,6-dihydroxypseudooxynicotine + H2O = 2,6-dihydroxypyridine + 4-(methylamino)butanoate + H(+)	CHEBI:66944	CHEBI:66882,CHEBI:17681	2,6-dihydroxypseudooxynicotine	4-(methylamino)butanoate,2,6-dihydroxypyridine	L<>R
RHEA:34179	H2O + mycophenolic acid O-acyl-glucuronide = D-glucuronate + H(+) + mycophenolate	CHEBI:66982	CHEBI:62932	mycophenolic acid O-acyl-glucuronide	mycophenolate	L<>R
RHEA:34183	alpha-D-mannosyl-(1->4)-alpha-L-rhamnosyl-(1->3)-beta-D-galactosyl-1-diphosphodecaprenol + CDP-alpha-D-abequose = alpha-D-Abe-(1->3)-alpha-D-Man-(1->4)-alpha-L-Rha-(1->3)-beta-D-Gal-1-diphosphodecaprenol + CDP + H(+)	CHEBI:66911,CHEBI:70784	CHEBI:66912	alpha-D-mannosyl-(1->4)-alpha-L-rhamnosyl-(1->3)-beta-D-galactosyl-1-diphosphodecaprenol,CDP-alpha-D-abequose	alpha-D-Abe-(1->3)-alpha-D-Man-(1->4)-alpha-L-Rha-(1->3)-beta-D-Gal-1-diphosphodecaprenol	L<>R
RHEA:34187	(2Z,4E)-2-hydroxy-6-oxonona-2,4-dienedioate + H2O = (2Z)-2-hydroxypenta-2,4-dienoate + H(+) + succinate	CHEBI:66887	CHEBI:67152	(2Z,4E)-2-hydroxy-6-oxonona-2,4-dienedioate	(2Z)-2-hydroxypenta-2,4-dienoate	L<>R
RHEA:34191	(2Z,4E,7E)-2-hydroxy-6-oxonona-2,4,7-trienedioate + H2O = (2Z)-2-hydroxypenta-2,4-dienoate + fumarate + H(+)	CHEBI:66888	CHEBI:67152	(2Z,4E,7E)-2-hydroxy-6-oxonona-2,4,7-trienedioate	(2Z)-2-hydroxypenta-2,4-dienoate	L<>R
RHEA:34207	3-O-alpha-D-glucopyranosyl-L-rhamnose + phosphate = beta-D-glucose 1-phosphate + L-rhamnopyranose	CHEBI:66909	CHEBI:57684,CHEBI:62346	3-O-alpha-D-glucopyranosyl-L-rhamnose	beta-D-glucose 1-phosphate,L-rhamnopyranose	L<>R
RHEA:34211	ecgonine methyl ester + NADP(+) = ecgonone methyl ester + H(+) + NADPH	CHEBI:59908	CHEBI:66941	ecgonine methyl ester	ecgonone methyl ester	L<>R
RHEA:34215	4-oxo-4-(pyridin-3-yl)butanal + H2O + NADP(+) = 4-oxo-4-(pyridin-3-yl)butanoate + 2 H(+) + NADPH	CHEBI:66879	CHEBI:66942	4-oxo-4-(pyridin-3-yl)butanal	4-oxo-4-(pyridin-3-yl)butanoate	L<>R
RHEA:34219	(2Z,4E)-2-hydroxy-6-oxohexa-2,4-dienoate + H2O + NAD(+) = (2Z,4E)-2-hydroxyhexa-2,4-dienedioate + 2 H(+) + NADH	CHEBI:71198	CHEBI:28080	(2Z,4E)-2-hydroxy-6-oxohexa-2,4-dienoate	(2Z,4E)-2-hydroxyhexa-2,4-dienedioate	L<>R
RHEA:34223	6-hydroxypseudooxynicotine + A + H2O = 2,6-dihydroxypseudooxynicotine + AH2	CHEBI:58682	CHEBI:66944	6-hydroxypseudooxynicotine	2,6-dihydroxypseudooxynicotine	L<>R
RHEA:34235	4-nitro-6-oxohepta-2,4-dienedioate = 2-oxo-3-(5-oxofuran-2-ylidene)propanoate + nitrite	CHEBI:66945	CHEBI:65081	4-nitro-6-oxohepta-2,4-dienedioate	2-oxo-3-(5-oxofuran-2-ylidene)propanoate	L<>R
RHEA:34243	GTP + H(+) + Mo-molybdopterin = diphosphate + Mo-molybdopterin guanine dinucleotide	CHEBI:71302	CHEBI:71310	Mo-molybdopterin	Mo-molybdopterin guanine dinucleotide	L<>R
RHEA:34247	1-deoxymethyl-sphinganine + NADP(+) = 1-deoxymethyl-3-dehydrosphinganine + H(+) + NADPH	CHEBI:67108	CHEBI:67177	1-deoxymethyl-sphinganine	1-deoxymethyl-3-dehydrosphinganine	L<>R
RHEA:34251	1-deoxysphinganine + NADP(+) = 1-deoxy-3-dehydrosphinganine + H(+) + NADPH	CHEBI:67109	CHEBI:68828	1-deoxysphinganine	1-deoxy-3-dehydrosphinganine	L<>R
RHEA:34255	sporulenol = H2O + tetraprenyl-beta-curcumene	CHEBI:67182	CHEBI:64801	sporulenol	tetraprenyl-beta-curcumene	L<>R
RHEA:34263	dimethylallyl diphosphate + fumigaclavine A = diphosphate + fumigaclavine C	CHEBI:67145	CHEBI:67147	fumigaclavine A	fumigaclavine C	L<>R
RHEA:34267	acetyl-CoA + fumigaclavine B = CoA + fumigaclavine A	CHEBI:67146	CHEBI:67145	fumigaclavine B	fumigaclavine A	L<>R
RHEA:34271	2-nitroimidazole + H2O = 1,3-dihydro-2H-imidazol-2-one + H(+) + nitrite	CHEBI:67135	CHEBI:51022	2-nitroimidazole	1,3-dihydro-2H-imidazol-2-one	L<>R
RHEA:34279	di-trans,poly-cis-dolichol + NADP(+) = di-trans,cis-polyprenol + H(+) + NADPH	POLYMER:9521	POLYMER:9525	di-trans,poly-cis-dolichol	di-trans,cis-polyprenol	L<>R
RHEA:34291	2',4,4',6'-tetrahydroxychalcone + UDP-alpha-D-glucose = 2',4,4',6'-tetrahydroxychalcone 4'-O-beta-D-glucoside + H(+) + UDP	CHEBI:77645	CHEBI:77978	2',4,4',6'-tetrahydroxychalcone	2',4,4',6'-tetrahydroxychalcone 4'-O-beta-D-glucoside	L<>R
RHEA:34295	2',3,4,4',6'-pentahydroxychalcone + UDP-alpha-D-glucose = 2',3,4,4',6'-pentahydroxychalcone 4'-O-beta-D-glucoside + H(+) + UDP	CHEBI:77621	CHEBI:77622	2',3,4,4',6'-pentahydroxychalcone	2',3,4,4',6'-pentahydroxychalcone 4'-O-beta-D-glucoside	L<>R
RHEA:34299	2'-deamino-2'-hydroxyneamine + 2-oxoglutarate = 2'-deamino-2'-hydroxy-6'-dehydroparomamine + L-glutamate	CHEBI:67213	CHEBI:67214	2'-deamino-2'-hydroxyneamine	2'-deamino-2'-hydroxy-6'-dehydroparomamine	L<>R
RHEA:34319	15,15'-dihydroxy-beta-carotene + A = AH2 + 2 all-trans-retinal	CHEBI:67228	CHEBI:17898	15,15'-dihydroxy-beta-carotene	all-trans-retinal	L<>R
RHEA:34323	beta-carotene 15,15' epoxide + H2O = 15,15'-dihydroxy-beta-carotene	CHEBI:67227	CHEBI:67228	beta-carotene 15,15' epoxide	15,15'-dihydroxy-beta-carotene	L<>R
RHEA:34347	geraniol + NAD(+) = geranial + H(+) + NADH	CHEBI:17447	CHEBI:16980	geraniol	geranial	L<>R
RHEA:34351	geranial + H2O + NAD(+) = geranate + 2 H(+) + NADH	CHEBI:16980	CHEBI:67260	geranial	geranate	L<>R
RHEA:34367	acrylamide + H2O = acrylate + NH4(+)	CHEBI:28619	CHEBI:37080	acrylamide	acrylate	L<>R
RHEA:34371	H2O + indole-3-acetamide = (indol-3-yl)acetate + NH4(+)	CHEBI:16031	CHEBI:30854	indole-3-acetamide	(indol-3-yl)acetate	L<>R
RHEA:34375	4-guanidinobutanamide + H2O = 4-guanidinobutanoate + NH4(+)	CHEBI:58365	CHEBI:57486	4-guanidinobutanamide	4-guanidinobutanoate	L<>R
RHEA:34379	alpha-L-rhamnopyranosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octa-cis-decaprenol + 2 UDP-alpha-D-galactofuranose = beta-D-galactofuranosyl-(1->5)-beta-D-galactofuranosyl-(1->4)-alpha-L-rhamnopyranosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octa-cis-decaprenol + 2 H(+) + 2 UDP	CHEBI:66915,CHEBI:67209	CHEBI:67210	UDP-alpha-D-galactofuranose,alpha-L-rhamnopyranosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octa-cis-decaprenol	beta-D-galactofuranosyl-(1->5)-beta-D-galactofuranosyl-(1->4)-alpha-L-rhamnopyranosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octa-cis-decaprenol	L<>R
RHEA:34383	alpha-L-rhamnopyranosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octa-cis-decaprenol + UDP-alpha-D-galactofuranose = beta-D-galactofuranosyl-(1->4)-alpha-L-rhamnopyranosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-trans-octa-cis-decaprenol + H(+) + UDP	CHEBI:66915,CHEBI:67209	CHEBI:67211	UDP-alpha-D-galactofuranose,alpha-L-rhamnopyranosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octa-cis-decaprenol	beta-D-galactofuranosyl-(1->4)-alpha-L-rhamnopyranosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-trans-octa-cis-decaprenol	L<>R
RHEA:34387	beta-D-galactofuranosyl-(1->4)-alpha-L-rhamnopyranosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-trans-octa-cis-decaprenol + UDP-alpha-D-galactofuranose = beta-D-galactofuranosyl-(1->5)-beta-D-galactofuranosyl-(1->4)-alpha-L-rhamnopyranosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octa-cis-decaprenol + H(+) + UDP	CHEBI:66915,CHEBI:67211	CHEBI:67210	UDP-alpha-D-galactofuranose,beta-D-galactofuranosyl-(1->4)-alpha-L-rhamnopyranosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-trans-octa-cis-decaprenol	beta-D-galactofuranosyl-(1->5)-beta-D-galactofuranosyl-(1->4)-alpha-L-rhamnopyranosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octa-cis-decaprenol	L<>R
RHEA:34391	beta-D-galactofuranosyl-(1->5)-beta-D-galactofuranosyl-(1->4)-alpha-L-rhamnopyranosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octa-cis-decaprenol + 28 UDP-alpha-D-galactofuranose = [beta-D-galactofuranosyl-(1->5)-beta-D-galactofuranosyl-(1->6)]14-beta-D-galactofuranosyl-(1->5)-beta-D-galactofuranosyl-(1->4)-alpha-L-rhamnopyranosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octa-cis-decaprenol + 28 H(+) + 28 UDP	CHEBI:66915,CHEBI:67210	CHEBI:67212	UDP-alpha-D-galactofuranose,beta-D-galactofuranosyl-(1->5)-beta-D-galactofuranosyl-(1->4)-alpha-L-rhamnopyranosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octa-cis-decaprenol	[beta-D-galactofuranosyl-(1->5)-beta-D-galactofuranosyl-(1->6)]14-beta-D-galactofuranosyl-(1->5)-beta-D-galactofuranosyl-(1->4)-alpha-L-rhamnopyranosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octa-cis-decaprenol	L<>R
RHEA:34419	(+)-lariciresinol + NADP(+) = (+)-pinoresinol + H(+) + NADPH	CHEBI:67246	CHEBI:40	(+)-lariciresinol	(+)-pinoresinol	L<>R
RHEA:34423	(-)-secoisolariciresinol + NADP(+) = (+)-lariciresinol + H(+) + NADPH	CHEBI:65004	CHEBI:67246	(-)-secoisolariciresinol	(+)-lariciresinol	L<>R
RHEA:34427	(-)-lariciresinol + NADP(+) = (-)-pinoresinol + H(+) + NADPH	CHEBI:67244	CHEBI:67245	(-)-lariciresinol	(-)-pinoresinol	L<>R
RHEA:34431	(+)-secoisolariciresinol + NADP(+) = (-)-lariciresinol + H(+) + NADPH	CHEBI:67247	CHEBI:67244	(+)-secoisolariciresinol	(-)-lariciresinol	L<>R
RHEA:34439	2,3-didehydroadipyl-CoA + acetyl-CoA = 3-oxo-5,6-didehydrosuberyl-CoA + CoA	CHEBI:67261	CHEBI:63255	2,3-didehydroadipyl-CoA	3-oxo-5,6-didehydrosuberyl-CoA	L<>R
RHEA:34443	acetyl-CoA + dTDP-4-amino-4,6-dideoxy-alpha-D-galactose = CoA + dTDP-4-acetamido-4,6-dideoxy-alpha-D-galactose + H(+)	CHEBI:68492	CHEBI:68493	dTDP-4-amino-4,6-dideoxy-alpha-D-galactose	dTDP-4-acetamido-4,6-dideoxy-alpha-D-galactose	L<>R
RHEA:34447	dTDP-6-deoxy-beta-L-talose + NAD(+) = dTDP-4-dehydro-beta-L-rhamnose + H(+) + NADH	CHEBI:68576	CHEBI:62830	dTDP-6-deoxy-beta-L-talose	dTDP-4-dehydro-beta-L-rhamnose	L<>R
RHEA:34451	dTDP-6-deoxy-beta-L-talose = dTDP-beta-L-rhamnose	CHEBI:68576	CHEBI:57510	dTDP-6-deoxy-beta-L-talose	dTDP-beta-L-rhamnose	L<>R
RHEA:34455	all-trans-beta-carotene = 9-cis-beta-carotene	CHEBI:17579	CHEBI:67188	all-trans-beta-carotene	9-cis-beta-carotene	L<>R
RHEA:34459	8-hydroxycopalyl diphosphate + H2O = diphosphate + sclareol	CHEBI:64283	CHEBI:9053	8-hydroxycopalyl diphosphate	sclareol	L<>R
RHEA:34463	8-hydroxycopalyl diphosphate = cis-abienol + diphosphate	CHEBI:64283	CHEBI:68624	8-hydroxycopalyl diphosphate	cis-abienol	L<>R
RHEA:34487	dTDP-beta-L-rhamnose + N-acetyl-alpha-D-glucosaminyl-1-diphospho-trans,octa-cis-decaprenol = alpha-L-rhamnopyranosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octa-cis-decaprenol + dTDP + H(+)	CHEBI:57510,CHEBI:65080	CHEBI:67209	dTDP-beta-L-rhamnose,N-acetyl-alpha-D-glucosaminyl-1-diphospho-trans,octa-cis-decaprenol	alpha-L-rhamnopyranosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octa-cis-decaprenol	L<>R
RHEA:34491	H2O + UDP-N,N'-diacetylbacillosamine = 2,4-diacetamido-2,4,6-trideoxy-alpha-D-mannopyranose + H(+) + UDP	CHEBI:67134	CHEBI:68645	UDP-N,N'-diacetylbacillosamine	2,4-diacetamido-2,4,6-trideoxy-alpha-D-mannopyranose	L<>R
RHEA:34507	2,4-diacetamido-2,4,6-trideoxy-alpha-D-mannopyranose + H2O + phosphoenolpyruvate = N,N-diacetyllegionaminate + phosphate	CHEBI:68645	CHEBI:68669	2,4-diacetamido-2,4,6-trideoxy-alpha-D-mannopyranose	N,N-diacetyllegionaminate	L<>R
RHEA:34511	N,N'-diacetyl-alpha-D-bacillosaminyl-diphospho-tri-trans,hepta-cis-undecaprenol + UDP-N-acetyl-alpha-D-galactosamine = H(+) + N-acetyl-alpha-D-galactosaminyl-(1->3)-N,N'-diacetyl-alpha-D-bacillosaminyl-tri-trans,hepta-cis-undecaprenyl diphosphate + UDP	CHEBI:68672	CHEBI:68652	N,N'-diacetyl-alpha-D-bacillosaminyl-diphospho-tri-trans,hepta-cis-undecaprenol	N-acetyl-alpha-D-galactosaminyl-(1->3)-N,N'-diacetyl-alpha-D-bacillosaminyl-tri-trans,hepta-cis-undecaprenyl diphosphate	L<>R
RHEA:34515	tri-trans,hepta-cis-undecaprenyl phosphate + UDP-N,N'-diacetylbacillosamine = N,N'-diacetyl-alpha-D-bacillosaminyl-diphospho-tri-trans,hepta-cis-undecaprenol + UMP	CHEBI:67134,CHEBI:70763	CHEBI:68672	UDP-N,N'-diacetylbacillosamine,tri-trans,hepta-cis-undecaprenyl phosphate	N,N'-diacetyl-alpha-D-bacillosaminyl-diphospho-tri-trans,hepta-cis-undecaprenol	L<>R
RHEA:34519	N-acetyl-alpha-D-galactosaminyl-(1->4)-N-acetyl-alpha-D-galactosaminyl-(1->3)-N,N'-diacetyl-alpha-D-bacillosaminyl-tri-trans,heptacis-undecaprenyl diphosphate + 3 UDP-N-acetyl-alpha-D-galactosamine = [alpha-D-GalNAc-(1->4)]4-alpha-D-GalNAc-(1->3)-alpha-D-diNAcBac-tri-trans,hepta-cis-undecaprenyl diphosphate + 3 H(+) + 3 UDP	CHEBI:68651	CHEBI:68653	N-acetyl-alpha-D-galactosaminyl-(1->4)-N-acetyl-alpha-D-galactosaminyl-(1->3)-N,N'-diacetyl-alpha-D-bacillosaminyl-tri-trans,heptacis-undecaprenyl diphosphate	[alpha-D-GalNAc-(1->4)]4-alpha-D-GalNAc-(1->3)-alpha-D-diNAcBac-tri-trans,hepta-cis-undecaprenyl diphosphate	L<>R
RHEA:34523	[alpha-D-GalNAc-(1->4)]4-alpha-D-GalNAc-(1->3)-alpha-D-diNAcBac-tri-trans,hepta-cis-undecaprenyl diphosphate + UDP-alpha-D-glucose = [alpha-D-GalNAc-(1->4)]2-[beta-D-Glc-(1->3)]-[alpha-D-GalNAc-(1->4)]2-alpha-D-GalNAc-(1->3)-alpha-D-diNAcBac-tri-trans,hepta-cis-undecaprenyl diphosphate + H(+) + UDP	CHEBI:68653	CHEBI:68654	[alpha-D-GalNAc-(1->4)]4-alpha-D-GalNAc-(1->3)-alpha-D-diNAcBac-tri-trans,hepta-cis-undecaprenyl diphosphate	[alpha-D-GalNAc-(1->4)]2-[beta-D-Glc-(1->3)]-[alpha-D-GalNAc-(1->4)]2-alpha-D-GalNAc-(1->3)-alpha-D-diNAcBac-tri-trans,hepta-cis-undecaprenyl diphosphate	L<>R
RHEA:34531	acetyl-CoA + dTDP-4-amino-4,6-dideoxy-alpha-D-glucose = CoA + dTDP-4-acetamido-4,6-dideoxy-alpha-D-glucose + H(+)	CHEBI:68501	CHEBI:68675	dTDP-4-amino-4,6-dideoxy-alpha-D-glucose	dTDP-4-acetamido-4,6-dideoxy-alpha-D-glucose	L<>R
